student_id,first_name,last_name,cohort_year,risk_profile,exam_type,exam_date,order_number,form_number,total_score,flag
S0005,"Brendan,",Nickerson,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,63,Green
S0005,"Brendan,",Nickerson,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,71,Green
S0005,"Brendan,",Nickerson,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,55,Yellow
S0005,"Brendan,",Nickerson,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,72,Green
S0005,"Brendan,",Nickerson,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,56,Yellow
S0005,"Brendan,",Nickerson,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,71,NA
S0005,"Brendan,",Nickerson,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,67,NA
S0005,"Brendan,",Nickerson,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,69,NA
S0005,"Brendan,",Nickerson,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,69,NA
S0005,"Brendan,",Nickerson,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,61,NA
S0005,"Brendan,",Nickerson,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,68,NA
S0006,"Janet,",Nguyen,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,61,Green
S0006,"Janet,",Nguyen,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,66,Green
S0006,"Janet,",Nguyen,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,56,Yellow
S0006,"Janet,",Nguyen,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,62,Green
S0006,"Janet,",Nguyen,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,65,Green
S0006,"Janet,",Nguyen,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,66,Green
S0006,"Janet,",Nguyen,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,71,Green
S0006,"Janet,",Nguyen,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,65,Green
S0006,"Janet,",Nguyen,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,72,NA
S0006,"Janet,",Nguyen,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,67,NA
S0006,"Janet,",Nguyen,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,66,NA
S0006,"Janet,",Nguyen,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,68,NA
S0006,"Janet,",Nguyen,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,61,NA
S0006,"Janet,",Nguyen,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,66,NA
S0007,"Muna,",el-Siddiqui,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,75,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,73,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,70,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,72,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,73,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,67,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,62,Green
S0007,"Muna,",el-Siddiqui,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,70,Green
S0007,"Muna,",el-Siddiqui,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,65,NA
S0007,"Muna,",el-Siddiqui,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,55,NA
S0007,"Muna,",el-Siddiqui,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,68,NA
S0007,"Muna,",el-Siddiqui,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,63,NA
S0007,"Muna,",el-Siddiqui,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,74,NA
S0007,"Muna,",el-Siddiqui,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,58,NA
S0008,"Nazeema,",el-Hares,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,63,Green
S0008,"Nazeema,",el-Hares,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,73,Green
S0008,"Nazeema,",el-Hares,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,71,Green
S0008,"Nazeema,",el-Hares,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,65,Green
S0008,"Nazeema,",el-Hares,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,55,Yellow
S0008,"Nazeema,",el-Hares,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,60,Green
S0008,"Nazeema,",el-Hares,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,61,Green
S0008,"Nazeema,",el-Hares,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,68,Green
S0008,"Nazeema,",el-Hares,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,57,NA
S0008,"Nazeema,",el-Hares,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,74,NA
S0008,"Nazeema,",el-Hares,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,72,NA
S0008,"Nazeema,",el-Hares,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,61,NA
S0008,"Nazeema,",el-Hares,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,64,NA
S0008,"Nazeema,",el-Hares,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,62,NA
S0009,"Devante,",Ruffin,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,62,Green
S0009,"Devante,",Ruffin,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,61,Green
S0009,"Devante,",Ruffin,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,73,Green
S0009,"Devante,",Ruffin,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,61,Green
S0009,"Devante,",Ruffin,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,72,Green
S0009,"Devante,",Ruffin,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,71,Green
S0009,"Devante,",Ruffin,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,59,Yellow
S0009,"Devante,",Ruffin,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,60,Green
S0009,"Devante,",Ruffin,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,68,NA
S0009,"Devante,",Ruffin,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,64,NA
S0009,"Devante,",Ruffin,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,57,NA
S0009,"Devante,",Ruffin,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,58,NA
S0009,"Devante,",Ruffin,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,61,NA
S0009,"Devante,",Ruffin,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,67,NA
S0010,"Naren,",Morfin,2023,High Performer,CBSE,2021-10-15,OB-20211015-1,NA,93,Green
S0010,"Naren,",Morfin,2023,High Performer,CBSE,2022-02-10,OB-20220210-1,NA,79,Green
S0010,"Naren,",Morfin,2023,High Performer,CBSSA,2022-04-20,OB-20220420-1,25,79,Green
S0010,"Naren,",Morfin,2023,High Performer,CBSSA,2022-05-25,OB-20220525-1,30,92,Green
S0010,"Naren,",Morfin,2023,High Performer,CCSE,2023-01-20,OB-20230120-1,NA,76,Green
S0010,"Naren,",Morfin,2023,High Performer,CCSE,2023-05-01,OB-20230501-1,NA,80,Green
S0010,"Naren,",Morfin,2023,High Performer,CCSSA,2023-06-01,OB-20230601-1,9,95,Green
S0010,"Naren,",Morfin,2023,High Performer,CCSSA,2023-06-25,OB-20230625-1,10,89,Green
S0010,"Naren,",Morfin,2023,High Performer,Family Medicine,2022-08-15,OB-20220815-1,NA,84,NA
S0010,"Naren,",Morfin,2023,High Performer,Internal Medicine,2022-10-10,OB-20221010-1,NA,83,NA
S0010,"Naren,",Morfin,2023,High Performer,Surgery,2023-01-10,OB-20230110-1,NA,84,NA
S0010,"Naren,",Morfin,2023,High Performer,ObGyn,2023-03-20,OB-20230320-1,NA,91,NA
S0010,"Naren,",Morfin,2023,High Performer,CAS Proctored,2022-11-15,OB-20221115-1,1,88,NA
S0010,"Naren,",Morfin,2023,High Performer,CAS Proctored,2023-03-15,OB-20230315-1,2,84,NA
S0011,"Madelyn,",Mulhern,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,63,Green
S0011,"Madelyn,",Mulhern,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,73,Green
S0011,"Madelyn,",Mulhern,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,55,Yellow
S0011,"Madelyn,",Mulhern,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,61,Green
S0011,"Madelyn,",Mulhern,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,64,Green
S0011,"Madelyn,",Mulhern,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,66,Green
S0011,"Madelyn,",Mulhern,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,73,Green
S0011,"Madelyn,",Mulhern,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,65,Green
S0011,"Madelyn,",Mulhern,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,70,NA
S0011,"Madelyn,",Mulhern,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,67,NA
S0011,"Madelyn,",Mulhern,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,59,NA
S0011,"Madelyn,",Mulhern,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,65,NA
S0011,"Madelyn,",Mulhern,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,56,NA
S0011,"Madelyn,",Mulhern,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,70,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,48,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,45,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,31,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,41,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,46,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,50,Yellow
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,44,Red
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,52,Yellow
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,30,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,41,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,42,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,50,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,37,NA
S0012,"Mardiyya,",al-Sheikh,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,45,NA
S0013,"Hannah,",Ebersole,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,56,Yellow
S0013,"Hannah,",Ebersole,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,71,Green
S0013,"Hannah,",Ebersole,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,60,Green
S0013,"Hannah,",Ebersole,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,65,Green
S0013,"Hannah,",Ebersole,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,62,Green
S0013,"Hannah,",Ebersole,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,57,Yellow
S0013,"Hannah,",Ebersole,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,72,Green
S0013,"Hannah,",Ebersole,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,67,Green
S0013,"Hannah,",Ebersole,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,72,NA
S0013,"Hannah,",Ebersole,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,58,NA
S0013,"Hannah,",Ebersole,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,68,NA
S0013,"Hannah,",Ebersole,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,67,NA
S0013,"Hannah,",Ebersole,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,74,NA
S0013,"Hannah,",Ebersole,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,67,NA
S0014,"Yonathan,",Antonio,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,61,Green
S0014,"Yonathan,",Antonio,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,74,Green
S0014,"Yonathan,",Antonio,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,72,Green
S0014,"Yonathan,",Antonio,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,63,Green
S0014,"Yonathan,",Antonio,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,65,Green
S0014,"Yonathan,",Antonio,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,70,Green
S0014,"Yonathan,",Antonio,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,60,Green
S0014,"Yonathan,",Antonio,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,71,Green
S0014,"Yonathan,",Antonio,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,71,NA
S0014,"Yonathan,",Antonio,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,63,NA
S0014,"Yonathan,",Antonio,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,73,NA
S0014,"Yonathan,",Antonio,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,56,NA
S0014,"Yonathan,",Antonio,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,71,NA
S0014,"Yonathan,",Antonio,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,65,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,40,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,50,Yellow
S0015,"Cindy,",Fuentes,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,52,Yellow
S0015,"Cindy,",Fuentes,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,43,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,38,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,44,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,38,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,34,Red
S0015,"Cindy,",Fuentes,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,43,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,31,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,34,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,34,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,38,NA
S0015,"Cindy,",Fuentes,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,39,NA
S0016,"Martin,",Valencia,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,59,Yellow
S0016,"Martin,",Valencia,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,69,Green
S0016,"Martin,",Valencia,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,70,Green
S0016,"Martin,",Valencia,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,68,Green
S0016,"Martin,",Valencia,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,59,Yellow
S0016,"Martin,",Valencia,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,74,Green
S0016,"Martin,",Valencia,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,55,Yellow
S0016,"Martin,",Valencia,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,73,Green
S0016,"Martin,",Valencia,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,57,NA
S0016,"Martin,",Valencia,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,72,NA
S0016,"Martin,",Valencia,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,66,NA
S0016,"Martin,",Valencia,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,67,NA
S0016,"Martin,",Valencia,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,71,NA
S0016,"Martin,",Valencia,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,60,NA
S0017,"Farha,",al-Hatem,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,56,Yellow
S0017,"Farha,",al-Hatem,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,58,Yellow
S0017,"Farha,",al-Hatem,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,57,Yellow
S0017,"Farha,",al-Hatem,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,59,Yellow
S0017,"Farha,",al-Hatem,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,74,Green
S0017,"Farha,",al-Hatem,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,59,Yellow
S0017,"Farha,",al-Hatem,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,62,Green
S0017,"Farha,",al-Hatem,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,69,Green
S0017,"Farha,",al-Hatem,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,69,NA
S0017,"Farha,",al-Hatem,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,61,NA
S0017,"Farha,",al-Hatem,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,61,NA
S0017,"Farha,",al-Hatem,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,64,NA
S0017,"Farha,",al-Hatem,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,63,NA
S0017,"Farha,",al-Hatem,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,73,NA
S0018,"Ivan,",Grass,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,66,Green
S0018,"Ivan,",Grass,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,67,Green
S0018,"Ivan,",Grass,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,65,Green
S0018,"Ivan,",Grass,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,65,Green
S0018,"Ivan,",Grass,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,63,Green
S0018,"Ivan,",Grass,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,59,Yellow
S0018,"Ivan,",Grass,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,61,Green
S0018,"Ivan,",Grass,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,60,Green
S0018,"Ivan,",Grass,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,55,NA
S0018,"Ivan,",Grass,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,59,NA
S0018,"Ivan,",Grass,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,74,NA
S0018,"Ivan,",Grass,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,64,NA
S0018,"Ivan,",Grass,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,74,NA
S0018,"Ivan,",Grass,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,60,NA
S0019,"Devon,",Frazier,2023,High Performer,CBSE,2021-10-15,OB-20211015-1,NA,84,Green
S0019,"Devon,",Frazier,2023,High Performer,CBSE,2022-02-10,OB-20220210-1,NA,94,Green
S0019,"Devon,",Frazier,2023,High Performer,CBSSA,2022-04-20,OB-20220420-1,25,92,Green
S0019,"Devon,",Frazier,2023,High Performer,CBSSA,2022-05-25,OB-20220525-1,30,79,Green
S0019,"Devon,",Frazier,2023,High Performer,CCSE,2023-01-20,OB-20230120-1,NA,83,Green
S0019,"Devon,",Frazier,2023,High Performer,CCSE,2023-05-01,OB-20230501-1,NA,83,Green
S0019,"Devon,",Frazier,2023,High Performer,CCSSA,2023-06-01,OB-20230601-1,9,75,Green
S0019,"Devon,",Frazier,2023,High Performer,CCSSA,2023-06-25,OB-20230625-1,10,83,Green
